customer_key,customer_code,first_name,last_name,email,age_group,gender,loyalty_tier,signup_date
2437,CUST-02437,REFILWE,Mabaso,customer2437@email.com,18-24,F,Gold,2023-12-26
2438,CUST-02438,Sarah,Dlamini,customer2438@email.com,25-34,F,Silver,2021-04-17
2439,CUST-02439,Priya,Pretorius,customer2439@email.com,55+,F,Platinum,2018-12-04
2440,CUST-02440,Lebo,Jacobs,customer2440@email.com,25-34,F,Silver,2022-05-08
2441,CUST-02441,Priya,Visser,customer2441@email.com,55+,F,Platinum,2018-12-23
2442,CUST-02442,Tumi,Tshabalala,customer2442@email.com,55+,M,Bronze,2019-11-15
2443,CUST-02443,Faith,Pretorius,customer2443@email.com,18-24,F,Bronze,2022-04-27
2444,CUST-02444,Karabo,Coetzee,,45-54,F,Silver,2020-10-12
2445,CUST-02445,Refilwe,Pretorius,customer2445@email.com,18-24,F,Silver,2020-05-14
2446,CUST-02446,Ayanda,Visser,customer2446@email.com,45-54,F,Platinum,2020-01-22
2447,CUST-02447,Brenda,Ndlovu,customer2447@email.com,55+,F,Bronze,2023-01-26
2448,CUST-02448,Nomvula,Pretorius,,25-34,F,Bronze,2023-04-13
2449,CUST-02449,David,Reddy,customer2449@email.com,45-54,F,Bronze,2023-08-26
2450,CUST-02450,Bongani,Naidoo,customer2450@email.com,55+,M,Bronze,2021-05-24
2451,CUST-02451,Sanele,van der Merwe,customer2451@email.com,55+,F,Gold,2018-11-15
2452,CUST-02452,BONGANI,Maluleke,customer2452@email.com,45-54,M,Silver,2018-10-13
2453,CUST-02453,Priya,reddy,customer2453@email.com,55+,M,Gold,2019-12-28
2454,CUST-02454,Refilwe,Williams,customer2454@email.com,25-34,M,Silver,2021-08-15
2455,CUST-02455,Lerato,Maluleke,customer2455@email.com,55+,F,Bronze,2021-06-15
2456,CUST-02456,Naledi,Ndlovu,customer2456@email.com,18-24,M,Bronze,2020-08-18
2457,CUST-02457,  David,Reddy,customer2457@email.com,45-54,M,Silver,2022-09-11
2458,CUST-02458,Andrew,Mahlangu,customer2458@email.com,35-44,M,Bronze,2022-02-15
2459,CUST-02459,Johan,Williams,customer2459@email.com,25-34,M,Silver,2018-08-11
2460,CUST-02460,Bongani,Williams,,35-44,M,Gold,2022-03-24
2461,CUST-02461,Pieter,Naidoo,customer2461@email.com,18-24,F,Gold,2018-08-01
2462,CUST-02462,Yolanda,Mthembu,customer2462@email.com,18-24,F,Bronze,2023-09-25
2463,CUST-02463,Nomvula,Maluleke,customer2463@email.com,45-54,F,Bronze,2019-10-02
2464,CUST-02464,Michael,Dlamini,customer2464@email.com,45-54,M,Silver,2018-09-26
2465,CUST-02465,Aisha,Pretorius,customer2465@email.com,35-44,F,Platinum,2021-04-27
2466,CUST-02466,Thandi,Reddy,customer2466@email.com,55+,M,Gold,2021-10-20
2467,CUST-02467,Lebo,Maluleke,,55+,F,Platinum,2019-04-06
2468,CUST-02468,Pieter,Mahlangu,customer2468@email.com,25-34,M,Bronze,2023-12-13
2469,CUST-02469,Andrew,van der Merwe,customer2469@email.com,25-34,F,Bronze,2022-09-22
2470,CUST-02470,Zanele,Khumalo,customer2470@email.com,35-44,F,Bronze,2020-11-02
2471,CUST-02471,LERATO,Mahlangu,customer2471@email.com,35-44,M,Gold,2019-08-08
2472,CUST-02472,Hendrik,Jacobs,customer2472@email.com,25-34,F,Bronze,2019-10-02
2473,CUST-02473,Johan,Mokoena,customer2473@email.com,25-34,F,Gold,2018-08-29
2474,CUST-02474,FAITH,Maluleke,customer2474@email.com,35-44,M,Bronze,2019-06-29
2475,CUST-02475,Karabo,Botha,customer2475@email.com,45-54,F,Platinum,2023-12-23
2476,CUST-02476,ZANELE,Reddy,customer2476@email.com,55+,M,Bronze,2023-09-21
2477,CUST-02477,Karabo,Mosia,customer2477@email.com,45-54,M,Bronze,2022-06-27
2478,CUST-02478,Aisha,Botha,customer2478@email.com,45-54,F,Silver,2023-12-07
2479,CUST-02479,Lerato,Patel,customer2479@email.com,25-34,M,Bronze,2019-12-15
2480,CUST-02480,Thabo,Mabaso,customer2480@email.com,18-24,F,Silver,2019-06-12
2481,CUST-02481,Naledi,Nkosi,customer2481@email.com,35-44,F,Silver,2020-02-14
2482,CUST-02482,Refilwe,Mabaso,customer2482@email.com,25-34,F,Platinum,2020-10-12
2483,CUST-02483,Kagiso,Tshabalala,customer2483@email.com,45-54,M,Bronze,2023-07-23
2484,CUST-02484,Priya,Cele,customer2484@email.com,55+,F,Silver,2018-07-20
2485,CUST-02485,Sanele,Botha,customer2485@email.com,25-34,M,Silver,2018-12-13
2486,CUST-02486,THANDI,Mokoena,customer2486@email.com,45-54,M,Platinum,2023-03-26
2487,CUST-02487,Andrew,Tshabalala,customer2487@email.com,18-24,F,Gold,2020-07-18
2488,CUST-02488,  Priya,Ndlovu,customer2488@email.com,35-44,M,Gold,2023-07-24
2489,CUST-02489,Sanele,Williams,customer2489@email.com,45-54,F,Bronze,2021-09-02
2490,CUST-02490,Bongani,Visser,,18-24,M,Bronze,2019-09-12
2491,CUST-02491,Mpho,Botha,customer2491@email.com,55+,F,Silver,2019-02-24
2492,CUST-02492,Hendrik,Mabaso,customer2492@email.com,35-44,F,Silver,2018-05-20
2493,CUST-02493,Aisha,Mokoena,customer2493@email.com,55+,F,Silver,2023-01-12
2494,CUST-02494,Pieter,Pretorius,customer2494@email.com,18-24,F,Bronze,2021-04-04
2495,CUST-02495,Rashid,Smith,customer2495@email.com,25-34,F,Gold,2018-10-25
2496,CUST-02496,Andrew,Naidoo,customer2496@email.com,25-34,M,Silver,2020-03-15
2497,CUST-02497,Karabo,Dlamini,customer2497@email.com,25-34,F,Platinum,2018-07-04
2498,CUST-02498,Andrew,Tshabalala,customer2498@email.com,25-34,M,Silver,2023-06-07
2499,CUST-02499,Sipho,Khumalo,customer2499@email.com,45-54,F,Silver,2021-01-31
2500,CUST-02500,Andrew,Mokoena,customer2500@email.com,45-54,M,Platinum,2023-12-30
2501,CUST-02501,Johan,Naidoo,customer2501@email.com,45-54,F,Bronze,2023-04-11
2502,CUST-02502,Faith,Cele,customer2502@email.com,18-24,F,Gold,2022-01-03
2503,CUST-02503,Johan,Reddy,customer2503@email.com,25-34,F,Bronze,2022-04-20
2504,CUST-02504,  Andrew,Nkosi,customer2504@email.com,18-24,F,Platinum,2018-11-20
2505,CUST-02505,Michael,Mthembu,customer2505@email.com,45-54,M,Gold,2019-04-25
2506,CUST-02506,BRENDA,Sithole,customer2506@email.com,35-44,F,Bronze,2018-02-21
2507,CUST-02507,Pieter,williams,customer2507@email.com,25-34,M,Platinum,2019-09-05
2508,CUST-02508,Kagiso,Mokoena,customer2508@email.com,25-34,F,Platinum,2018-06-13
2509,CUST-02509,Kagiso,Williams,customer2509@email.com,45-54,M,Bronze,2018-03-28
2510,CUST-02510,Naledi,Naidoo,customer2510@email.com,45-54,M,Platinum,2021-03-03
2511,CUST-02511,Nomvula,Tshabalala,customer2511@email.com,55+,F,Bronze,2020-02-17
2512,CUST-02512,Zanele,Mokoena,customer2512@email.com,45-54,M,Silver,2022-11-05
2513,CUST-02513,Bongani,Mabaso,customer2513@email.com,55+,M,Silver,2019-04-27
2514,CUST-02514,Sanele,Tshabalala,customer2514@email.com,18-24,M,Gold,2018-11-20
2515,CUST-02515,Yolanda,Patel,customer2515@email.com,55+,M,Bronze,2021-10-18
2516,CUST-02516,Thabo,Visser,customer2516@email.com,18-24,F,Silver,2022-07-10
2517,CUST-02517,  Rashid,Reddy,customer2517@email.com,18-24,F,Silver,2023-04-11
2518,CUST-02518,Zanele,Jacobs,customer2518@email.com,55+,M,Gold,2018-08-21
2519,CUST-02519,Hendrik,Khumalo,customer2519@email.com,25-34,F,Silver,2021-10-20
2520,CUST-02520,Hendrik,Visser,customer2520@email.com,25-34,F,Gold,2020-01-07
2521,CUST-02521,Faith,ndlovu,,18-24,F,Bronze,2022-04-24
2522,CUST-02522,Aisha,Jacobs,customer2522@email.com,55+,F,Bronze,2022-05-10
2523,CUST-02523,Mpho,Dlamini,customer2523@email.com,35-44,M,Bronze,2018-02-04
2524,CUST-02524,Bongani,Pretorius,customer2524@email.com,55+,M,Bronze,2018-02-02
2525,CUST-02525,Yolanda,Khumalo,customer2525@email.com,18-24,M,Bronze,2020-08-29
2526,CUST-02526,Aisha,Mokoena,customer2526@email.com,35-44,F,Gold,2023-02-28
2527,CUST-02527,Andrew,Jacobs,customer2527@email.com,18-24,M,Silver,2022-05-27
2528,CUST-02528,Ayanda,Williams,customer2528@email.com,35-44,F,Bronze,2023-07-13
2529,CUST-02529,Rashid,Mthembu,customer2529@email.com,35-44,F,Bronze,2021-02-27
2530,CUST-02530,Tumi,nkosi,customer2530@email.com,35-44,F,Silver,2022-05-14
2531,CUST-02531,Nomvula,Smith,customer2531@email.com,25-34,M,Silver,2022-07-22
2532,CUST-02532,Rashid,Reddy,customer2532@email.com,45-54,M,Bronze,2022-07-27
2533,CUST-02533,Rashid,Coetzee,customer2533@email.com,45-54,M,Bronze,2018-05-05
2534,CUST-02534,Michael,Kruger,,35-44,M,Bronze,2020-03-16
2535,CUST-02535,TUMI,Jacobs,,25-34,M,Silver,2022-12-13
2536,CUST-02536,Brenda,Visser,customer2536@email.com,35-44,M,Bronze,2018-09-11
2537,CUST-02537,Zanele,Smith,customer2537@email.com,18-24,F,Bronze,2020-12-22
2538,CUST-02538,Bongani,Tshabalala,customer2538@email.com,55+,M,Bronze,2023-03-31
2539,CUST-02539,Bongani,Maluleke,customer2539@email.com,55+,F,Silver,2023-11-20
2540,CUST-02540,Bongani,Smith,customer2540@email.com,55+,M,Bronze,2019-05-20
2541,CUST-02541,Hendrik,Naidoo,customer2541@email.com,55+,M,Bronze,2022-06-10
2542,CUST-02542,Nthabiseng,Maluleke,customer2542@email.com,45-54,M,Silver,2023-05-13
2543,CUST-02543,Zanele,Botha,customer2543@email.com,55+,F,Silver,2018-04-15
2544,CUST-02544,Brenda,Botha,customer2544@email.com,25-34,M,Bronze,2023-05-17
2545,CUST-02545,Refilwe,Pillay,customer2545@email.com,25-34,M,Platinum,2021-08-12
2546,CUST-02546,Naledi,Visser,customer2546@email.com,35-44,M,Silver,2020-02-05
2547,CUST-02547,Brenda,Botha,customer2547@email.com,25-34,M,Bronze,2021-10-17
2548,CUST-02548,Johan,Reddy,customer2548@email.com,45-54,M,Bronze,2018-09-25
2549,CUST-02549,Faith,Visser,customer2549@email.com,18-24,M,Silver,2023-07-20
2550,CUST-02550,Thandi,Visser,customer2550@email.com,35-44,M,Silver,2021-01-05
2551,CUST-02551,Sipho,Maluleke,customer2551@email.com,18-24,M,Bronze,2020-06-24
2552,CUST-02552,Ayanda,Pillay,customer2552@email.com,25-34,M,Silver,2022-11-07
2553,CUST-02553,Michael,Maluleke,customer2553@email.com,18-24,F,Silver,2023-09-05
2554,CUST-02554,Priya,Smith,,18-24,M,Silver,2022-01-20
2555,CUST-02555,Rashid,Dlamini,customer2555@email.com,35-44,M,Gold,2019-07-09
2556,CUST-02556,Sanele,Dlamini,customer2556@email.com,35-44,M,Gold,2023-07-25
2557,CUST-02557,Lebo,Coetzee,customer2557@email.com,25-34,F,Silver,2022-09-18
2558,CUST-02558,Priya,Mokoena,customer2558@email.com,45-54,M,Platinum,2020-09-30
2559,CUST-02559,Tumi,Reddy,customer2559@email.com,45-54,M,Bronze,2020-12-10
2560,CUST-02560,Refilwe,Maluleke,customer2560@email.com,25-34,F,Gold,2023-11-12
2561,CUST-02561,Refilwe,Williams,customer2561@email.com,45-54,M,Silver,2023-09-04
2562,CUST-02562,  Bongani,Mabaso,customer2562@email.com,25-34,F,Platinum,2020-04-30
2563,CUST-02563,Yolanda,Coetzee,customer2563@email.com,45-54,M,Bronze,2020-11-19
2564,CUST-02564,Pieter,Mahlangu,customer2564@email.com,18-24,F,Silver,2018-11-02
2565,CUST-02565,  David,Williams,customer2565@email.com,45-54,F,Gold,2020-01-18
2566,CUST-02566,Ayanda,Mahlangu,customer2566@email.com,45-54,F,Bronze,2021-05-30
2567,CUST-02567,Sanele,Kruger,customer2567@email.com,18-24,M,Bronze,2023-07-07
2568,CUST-02568,Nomvula,Maluleke,customer2568@email.com,18-24,F,Silver,2021-04-03
2569,CUST-02569,Sipho,Pillay,customer2569@email.com,45-54,F,Silver,2022-02-24
2570,CUST-02570,Bongani,Ndlovu,customer2570@email.com,55+,F,Gold,2021-08-22
2571,CUST-02571,Michael,Mabaso,customer2571@email.com,18-24,F,Bronze,2020-09-15
2572,CUST-02572,Nomvula,Pillay,customer2572@email.com,45-54,M,Silver,2019-07-31
2573,CUST-02573,NALEDI,Patel,customer2573@email.com,55+,F,Bronze,2023-01-16
2574,CUST-02574,Mpho,Sithole,customer2574@email.com,45-54,F,Bronze,2022-01-08
2575,CUST-02575,  Thabo,Mthembu,customer2575@email.com,35-44,F,Platinum,2023-01-03
2576,CUST-02576,Tumi,Patel,customer2576@email.com,35-44,M,Bronze,2020-11-11
2577,CUST-02577,Thabo,Mthembu,customer2577@email.com,35-44,M,Bronze,2023-04-19
2578,CUST-02578,Rashid,Khumalo,customer2578@email.com,25-34,F,Platinum,2023-10-01
2579,CUST-02579,Brenda,Dlamini,customer2579@email.com,55+,F,Platinum,2018-07-06
2580,CUST-02580,Priya,Mthembu,customer2580@email.com,35-44,M,Silver,2018-07-05
2581,CUST-02581,Andrew,Tshabalala,customer2581@email.com,25-34,F,Gold,2018-10-11
2582,CUST-02582,Refilwe,Mokoena,customer2582@email.com,55+,F,Bronze,2023-06-09
2583,CUST-02583,Sanele,Mthembu,customer2583@email.com,55+,F,Silver,2022-05-14
2584,CUST-02584,Thandi,Smith,customer2584@email.com,45-54,F,Silver,2022-03-27
2585,CUST-02585,Thandi,Ndlovu,customer2585@email.com,35-44,M,Bronze,2018-03-19
2586,CUST-02586,NTHABISENG,Coetzee,customer2586@email.com,25-34,M,Bronze,2018-07-01
2587,CUST-02587,Priya,Pretorius,customer2587@email.com,45-54,M,Platinum,2018-03-13
2588,CUST-02588,David,Patel,customer2588@email.com,35-44,F,Silver,2023-04-14
2589,CUST-02589,Karabo,Mabaso,customer2589@email.com,35-44,M,Bronze,2022-10-09
2590,CUST-02590,Thandi,Pretorius,customer2590@email.com,45-54,F,Bronze,2023-10-31
2591,CUST-02591,Refilwe,Coetzee,customer2591@email.com,18-24,F,Gold,2022-10-25
2592,CUST-02592,Kagiso,Pillay,customer2592@email.com,35-44,M,Bronze,2023-05-23
2593,CUST-02593,Yolanda,maluleke,customer2593@email.com,18-24,F,Bronze,2020-05-25
2594,CUST-02594,Rashid,Pretorius,customer2594@email.com,35-44,M,Silver,2019-09-05
2595,CUST-02595,Sanele,Jacobs,customer2595@email.com,45-54,M,Bronze,2018-04-06
2596,CUST-02596,Aisha,Maluleke,customer2596@email.com,55+,M,Bronze,2023-08-21
2597,CUST-02597,Hendrik,Mahlangu,,35-44,F,Platinum,2022-10-21
2598,CUST-02598,Rashid,Mosia,customer2598@email.com,45-54,F,Silver,2021-02-23
2599,CUST-02599,Mpho,Mosia,customer2599@email.com,25-34,M,Platinum,2021-07-09
2600,CUST-02600,Hendrik,Williams,customer2600@email.com,55+,M,Bronze,2023-03-11
2601,CUST-02601,Refilwe,Nkosi,customer2601@email.com,55+,F,Bronze,2023-09-20
2602,CUST-02602,Naledi,Williams,customer2602@email.com,18-24,M,Bronze,2023-11-21
2603,CUST-02603,Nthabiseng,Sithole,customer2603@email.com,18-24,M,Gold,2020-01-09
2604,CUST-02604,Yolanda,Naidoo,customer2604@email.com,45-54,M,Silver,2023-11-13
2605,CUST-02605,Faith,Patel,,45-54,M,Platinum,2022-07-04
2606,CUST-02606,Pieter,Dlamini,customer2606@email.com,45-54,M,Bronze,2019-08-13
2607,CUST-02607,Zanele,Mosia,customer2607@email.com,18-24,M,Gold,2023-02-04
2608,CUST-02608,Mpho,Dlamini,customer2608@email.com,25-34,M,Bronze,2023-10-26
2609,CUST-02609,Karabo,Mosia,customer2609@email.com,25-34,M,Bronze,2019-12-01
2610,CUST-02610,Mpho,Naidoo,customer2610@email.com,35-44,M,Gold,2018-05-15
2611,CUST-02611,Lerato,Pretorius,customer2611@email.com,35-44,F,Bronze,2021-01-26
2612,CUST-02612,David,Jacobs,customer2612@email.com,35-44,F,Bronze,2018-09-19
2613,CUST-02613,Lebo,Mosia,customer2613@email.com,18-24,M,Silver,2021-08-14
2614,CUST-02614,Kagiso,Maluleke,customer2614@email.com,55+,M,Gold,2023-12-27
2615,CUST-02615,Sipho,Ndlovu,customer2615@email.com,25-34,M,Gold,2018-08-07
2616,CUST-02616,David,Visser,customer2616@email.com,45-54,F,Bronze,2022-08-15
2617,CUST-02617,Priya,Cele,customer2617@email.com,18-24,M,Silver,2021-05-06
2618,CUST-02618,Nomvula,Patel,customer2618@email.com,18-24,F,Silver,2020-05-03
2619,CUST-02619,Brenda,Jacobs,customer2619@email.com,45-54,M,Bronze,2019-08-27
2620,CUST-02620,Tumi,Pillay,,35-44,F,Gold,2018-12-30
2621,CUST-02621,Nthabiseng,Smith,customer2621@email.com,45-54,F,Bronze,2019-01-06
2622,CUST-02622,Kagiso,Jacobs,customer2622@email.com,18-24,F,Bronze,2022-05-13
2623,CUST-02623,David,Smith,customer2623@email.com,35-44,F,Silver,2019-05-17
2624,CUST-02624,David,Kruger,customer2624@email.com,45-54,M,Silver,2019-04-16
2625,CUST-02625,THANDI,Naidoo,customer2625@email.com,45-54,M,Gold,2019-01-21
2626,CUST-02626,Sanele,Smith,customer2626@email.com,45-54,F,Gold,2021-01-25
2627,CUST-02627,Hendrik,Dlamini,customer2627@email.com,35-44,M,Gold,2023-01-17
2628,CUST-02628,Aisha,Ndlovu,customer2628@email.com,25-34,M,Platinum,2020-09-15
2629,CUST-02629,Aisha,Coetzee,customer2629@email.com,25-34,M,Silver,2022-04-24
2630,CUST-02630,Hendrik,Khumalo,customer2630@email.com,45-54,F,Bronze,2022-08-29
2631,CUST-02631,Thandi,Patel,customer2631@email.com,25-34,M,Bronze,2018-05-12
2632,CUST-02632,Nthabiseng,Mosia,,45-54,F,Silver,2020-05-05
2633,CUST-02633,  Johan,Coetzee,customer2633@email.com,55+,M,Bronze,2023-01-27
2634,CUST-02634,Aisha,Kruger,customer2634@email.com,25-34,M,Platinum,2019-11-04
2635,CUST-02635,Yolanda,Jacobs,customer2635@email.com,25-34,F,Platinum,2021-06-12
2636,CUST-02636,Sipho,van der Merwe,customer2636@email.com,55+,F,Gold,2018-09-30
2637,CUST-02637,Hendrik,Kruger,customer2637@email.com,25-34,F,Gold,2019-10-09
2638,CUST-02638,Michael,Pillay,customer2638@email.com,25-34,F,Bronze,2018-04-18
2639,CUST-02639,Thabo,Tshabalala,customer2639@email.com,35-44,F,Silver,2021-01-15
2640,CUST-02640,Naledi,Sithole,customer2640@email.com,45-54,M,Bronze,2021-05-16
2641,CUST-02641,Lerato,Mthembu,customer2641@email.com,45-54,F,Silver,2022-03-12
2642,CUST-02642,Sanele,Khumalo,customer2642@email.com,55+,F,Silver,2023-02-19
2643,CUST-02643,Sanele,Naidoo,customer2643@email.com,35-44,M,Silver,2021-08-12
2644,CUST-02644,Brenda,Kruger,customer2644@email.com,55+,M,Bronze,2022-03-12
2645,CUST-02645,Pieter,Tshabalala,customer2645@email.com,35-44,M,Bronze,2018-12-12
2646,CUST-02646,Zanele,Botha,customer2646@email.com,45-54,M,Silver,2018-03-02
2647,CUST-02647,Michael,van der Merwe,customer2647@email.com,25-34,F,Platinum,2021-05-18
2648,CUST-02648,Michael,Dlamini,customer2648@email.com,55+,M,Bronze,2022-10-19
2649,CUST-02649,Priya,Visser,customer2649@email.com,18-24,F,Bronze,2020-03-14
2650,CUST-02650,Sipho,Mahlangu,customer2650@email.com,18-24,F,Platinum,2021-10-04
2651,CUST-02651,Aisha,Mahlangu,customer2651@email.com,45-54,F,Bronze,2022-07-12
2652,CUST-02652,Pieter,Naidoo,customer2652@email.com,45-54,F,Bronze,2019-01-26
2653,CUST-02653,Nomvula,Tshabalala,customer2653@email.com,35-44,M,Platinum,2018-05-10
2654,CUST-02654,Refilwe,Patel,customer2654@email.com,18-24,M,Platinum,2018-04-23
2655,CUST-02655,Lerato,van der Merwe,customer2655@email.com,25-34,M,Gold,2019-02-18
2656,CUST-02656,Thabo,Jacobs,customer2656@email.com,25-34,F,Bronze,2019-10-11
2657,CUST-02657,Sanele,Coetzee,customer2657@email.com,35-44,F,Silver,2022-06-26
2658,CUST-02658,Michael,Coetzee,customer2658@email.com,35-44,M,Gold,2020-03-02
2659,CUST-02659,Sipho,Tshabalala,customer2659@email.com,25-34,F,Gold,2023-04-24
2660,CUST-02660,Refilwe,Williams,customer2660@email.com,45-54,M,Bronze,2021-12-30
2661,CUST-02661,Ayanda,Mahlangu,customer2661@email.com,35-44,F,Platinum,2018-09-29
2662,CUST-02662,Hendrik,Pillay,customer2662@email.com,55+,F,Silver,2018-09-06
2663,CUST-02663,David,van der Merwe,customer2663@email.com,25-34,F,Silver,2022-02-28
2664,CUST-02664,Faith,Mthembu,customer2664@email.com,25-34,F,Bronze,2021-10-16
2665,CUST-02665,Faith,Kruger,customer2665@email.com,35-44,M,Gold,2019-09-24
2666,CUST-02666,Faith,Pillay,customer2666@email.com,25-34,F,Platinum,2018-12-02
2667,CUST-02667,Lebo,Mosia,customer2667@email.com,35-44,F,Bronze,2020-07-08
2668,CUST-02668,Nthabiseng,Smith,customer2668@email.com,45-54,M,Silver,2018-04-18
2669,CUST-02669,Bongani,Williams,customer2669@email.com,45-54,M,Bronze,2018-11-13
2670,CUST-02670,Yolanda,Botha,customer2670@email.com,25-34,F,Bronze,2023-10-12
2671,CUST-02671,THANDI,Botha,customer2671@email.com,25-34,M,Bronze,2023-04-16
2672,CUST-02672,Zanele,Williams,customer2672@email.com,55+,M,Silver,2018-03-20
2673,CUST-02673,Bongani,Mthembu,customer2673@email.com,25-34,F,Platinum,2022-06-20
2674,CUST-02674,Faith,Maluleke,customer2674@email.com,45-54,F,Bronze,2019-11-05
2675,CUST-02675,Faith,Pillay,customer2675@email.com,18-24,M,Silver,2021-05-16
2676,CUST-02676,Sanele,Ndlovu,customer2676@email.com,45-54,F,Gold,2020-01-14
2677,CUST-02677,David,Ndlovu,customer2677@email.com,55+,M,Bronze,2022-08-14
2678,CUST-02678,Mpho,Botha,customer2678@email.com,55+,M,Bronze,2021-12-04
2679,CUST-02679,Naledi,Cele,customer2679@email.com,25-34,M,Bronze,2018-11-30
2680,CUST-02680,Zanele,Mthembu,customer2680@email.com,35-44,M,Bronze,2020-04-20
2681,CUST-02681,Sipho,Ndlovu,customer2681@email.com,45-54,F,Silver,2018-10-19
2682,CUST-02682,Nomvula,Dlamini,customer2682@email.com,35-44,M,Platinum,2018-02-12
2683,CUST-02683,Thandi,Dlamini,customer2683@email.com,25-34,F,Platinum,2018-06-08
2684,CUST-02684,Sarah,van der Merwe,customer2684@email.com,25-34,F,Bronze,2018-06-12
2685,CUST-02685,Pieter,Cele,customer2685@email.com,25-34,M,Bronze,2020-12-05
2686,CUST-02686,Mpho,Khumalo,customer2686@email.com,45-54,M,Bronze,2019-01-29
2687,CUST-02687,Priya,Williams,customer2687@email.com,45-54,M,Bronze,2018-12-20
2688,CUST-02688,Hendrik,Patel,customer2688@email.com,25-34,F,Silver,2018-03-08
2689,CUST-02689,Nthabiseng,Mokoena,customer2689@email.com,18-24,M,Bronze,2021-03-31
2690,CUST-02690,Sanele,Williams,customer2690@email.com,55+,M,Silver,2018-11-04
2691,CUST-02691,Brenda,Pretorius,customer2691@email.com,25-34,M,Bronze,2018-10-21
2692,CUST-02692,Priya,Kruger,customer2692@email.com,55+,F,Bronze,2019-05-16
2693,CUST-02693,Johan,Kruger,customer2693@email.com,18-24,F,Bronze,2020-08-30
2694,CUST-02694,Mpho,Dlamini,customer2694@email.com,45-54,F,Platinum,2018-09-30
2695,CUST-02695,Karabo,Naidoo,customer2695@email.com,18-24,M,Bronze,2021-07-01
2696,CUST-02696,Lebo,Jacobs,customer2696@email.com,55+,F,Silver,2021-02-04
2697,CUST-02697,Naledi,Mabaso,customer2697@email.com,18-24,F,Bronze,2018-08-28
2698,CUST-02698,Refilwe,Kruger,customer2698@email.com,25-34,F,Bronze,2022-07-05
2699,CUST-02699,Faith,Pretorius,customer2699@email.com,45-54,M,Silver,2018-12-20
2700,CUST-02700,Naledi,Patel,customer2700@email.com,45-54,M,Gold,2018-02-02
2701,CUST-02701,Sipho,Nkosi,customer2701@email.com,18-24,F,Silver,2020-06-30
2702,CUST-02702,Lebo,Coetzee,customer2702@email.com,18-24,M,Gold,2019-02-25
2703,CUST-02703,Sanele,Coetzee,customer2703@email.com,45-54,M,Silver,2019-02-15
2704,CUST-02704,Aisha,Mokoena,customer2704@email.com,25-34,M,Bronze,2021-12-09
2705,CUST-02705,Aisha,Williams,,45-54,F,Platinum,2021-02-11
2706,CUST-02706,Aisha,Pretorius,customer2706@email.com,35-44,M,Bronze,2018-01-06
2707,CUST-02707,Bongani,Cele,customer2707@email.com,18-24,M,Bronze,2019-02-21
2708,CUST-02708,Nthabiseng,Mokoena,customer2708@email.com,25-34,M,Platinum,2022-12-20
2709,CUST-02709,  Lebo,Pretorius,customer2709@email.com,18-24,F,Silver,2021-03-30
2710,CUST-02710,Kagiso,Dlamini,customer2710@email.com,18-24,M,Bronze,2018-03-12
2711,CUST-02711,Pieter,Mabaso,customer2711@email.com,55+,F,Platinum,2018-11-13
2712,CUST-02712,Faith,Patel,customer2712@email.com,35-44,F,Silver,2020-12-11
2713,CUST-02713,Sarah,Visser,customer2713@email.com,18-24,M,Bronze,2019-12-19
2714,CUST-02714,Naledi,Botha,customer2714@email.com,25-34,F,Silver,2018-04-13
2715,CUST-02715,Refilwe,Cele,customer2715@email.com,35-44,M,Platinum,2022-12-27
2716,CUST-02716,Bongani,pillay,customer2716@email.com,45-54,F,Silver,2021-11-11
2717,CUST-02717,Refilwe,Smith,customer2717@email.com,45-54,F,Silver,2018-01-03
2718,CUST-02718,Lebo,Dlamini,customer2718@email.com,18-24,F,Bronze,2022-10-24
2719,CUST-02719,Bongani,Dlamini,customer2719@email.com,35-44,F,Bronze,2021-01-24
2720,CUST-02720,Lerato,Pillay,customer2720@email.com,35-44,M,Bronze,2018-10-11
2721,CUST-02721,Karabo,Botha,customer2721@email.com,55+,F,Bronze,2019-10-21
2722,CUST-02722,Zanele,Smith,customer2722@email.com,55+,F,Gold,2018-02-07
2723,CUST-02723,Thabo,Botha,customer2723@email.com,18-24,F,Bronze,2018-01-20
2724,CUST-02724,Michael,Mosia,customer2724@email.com,55+,M,Bronze,2022-06-20
2725,CUST-02725,Kagiso,Naidoo,customer2725@email.com,25-34,F,Silver,2022-04-23
2726,CUST-02726,RASHID,Pillay,customer2726@email.com,25-34,M,Silver,2020-05-22
2727,CUST-02727,Rashid,Naidoo,customer2727@email.com,35-44,M,Silver,2018-12-05
2728,CUST-02728,Naledi,Botha,customer2728@email.com,25-34,M,Silver,2022-05-26
2729,CUST-02729,Thabo,van der Merwe,customer2729@email.com,35-44,M,Silver,2018-04-19
2730,CUST-02730,Michael,Williams,customer2730@email.com,45-54,F,Silver,2019-12-23
2731,CUST-02731,Nomvula,Sithole,customer2731@email.com,18-24,M,Bronze,2021-12-24
2732,CUST-02732,Sanele,Botha,customer2732@email.com,18-24,M,Bronze,2022-01-07
2733,CUST-02733,Sipho,Coetzee,customer2733@email.com,25-34,F,Silver,2020-09-24
2734,CUST-02734,Johan,Sithole,customer2734@email.com,25-34,F,Silver,2018-03-30
2735,CUST-02735,Pieter,Pillay,customer2735@email.com,45-54,M,Silver,2021-02-24
2736,CUST-02736,  Bongani,Jacobs,customer2736@email.com,25-34,M,Bronze,2019-08-08
